,image_id,question,question_id,answer
36797,245227,How many snowboarders are standing up in this picture?,245227010,5
36798,349090,Is the man wearing glasses?,349090008,no
36799,420666,Is cheese on the hot dog?,420666000,yes
36800,325623,Is this an old photo of a photo with a filter?,325623000,filter
36801,264853,What sport is the man playing?,264853003,tennis
36802,504977,What type of pants is this person wearing?,504977001,capris
36803,244181,Is that French toast with bacon?,244181005,no
36804,130791,Are the lights on?,130791021,no
36805,366867,How many tiles?,366867013,11
36806,422383,Can you tell if it is windy?,422383003,no
36807,51157,Why is the person running?,51157002,to catch wave
36808,524889,What season is it?,524889000,fall
36809,202329,What type of pole is the stop sign on?,202329001,wooden
36810,8775,What colors are the walls?,8775001,tan
36811,92028,What color is his tie?,92028002,blue
36812,135572,What is on top of the toilet seat?,135572005,bear
36813,66568,Are these animals real?,66568004,no
36814,161129,What is the big orange vegetable?,161129001,carrot
36815,96804,What word is in blue?,96804000,chilled
36816,36450,What color is the teddy bears bow?,36450000,red
36817,151135,What color is the back of the train?,151135005,white
36818,85787,Is a kid holding the umbrella?,85787000,yes
36819,411187,Is the dog facing the window?,411187002,no
36820,400853,What are these men riding on?,400853000,motorcycle
36821,423187,What is in the sky?,423187002,airplane
36822,573753,Is the animal looking at the camera?,573753001,yes
36823,195862,How many horses are shown?,195862000,1
36824,136270,Are these in paper forms?,136270006,no
36825,396209,What is on the back of the chair?,396209001,towel
36826,142919,Name a pizza topping?,142919003,tomato
36827,14557,Are the hands of the clock fluorescent?,14557001,yes
36828,525119,What kind of food is this?,525119007,hot dog
36829,560566,What time does the clock say?,560566010,7:44
36830,173819,What character is the theme of the bathroom?,173819000,hello kitty
36831,511669,Is the lady having fun?,511669009,yes
36832,154520,How many umbrellas are seen?,154520037,0
36833,485509,Are the mountains tall?,485509000,yes
36834,99348,Is it a sunny day?,99348003,yes
36835,335181,What type of trees are depicted?,335181000,palm
36836,243777,What will happen to the disk?,243777005,it will play
36837,289172,Is the woman wearing an apron?,289172013,no
36838,550952,How many blue boards are there?,550952005,1
36839,102330,Can he eat that all at one time?,102330001,no
36840,342273,Are they a couple?,342273007,yes
36841,479613,What is the painting of behind the man holding the bottle?,479613004,woman
36842,491216,What room is this?,491216003,kitchen
36843,567536,Why does the child have a shovel?,567536008,play in sand
36844,242287,Where is the bike parked?,242287004,wall
36845,190395,What is on the suitcase?,190395000,nothing
36846,121430,What color is the bike?,121430008,green
36847,500298,Are these vegetables fresh?,500298004,yes
36848,67131,What food does the yellow sign offer?,67131002,curly fries
36849,379767,What is between the glasses?,379767000,plate
36850,399212,Is this baby in a proper carriage?,399212018,no
36851,429807,What room is this?,429807003,kitchen
36852,326217,What kind of fruit is in the boat?,326217000,bananas
36853,41478,Do you see scissors?,41478003,yes
36854,114183,Which of these people is alive?,114183002,boy
36855,14450,What is the vehicle here?,14450000,train
36856,421902,How many dogs are there?,421902003,3
36857,464814,Where is the window?,464814001,behind couch
36858,441873,Was this picture taken recently?,441873007,yes
36859,376751,Is this event taking place on high or low elevation?,376751003,high
36860,222054,Is the bus one solid color?,222054002,no
36861,291305,What color are the horses?,291305003,brown
36862,264737,How many types of animals are in the picture?,264737001,3
36863,368900,What color is the picture?,368900009,white
36864,283910,Has the dog got the sheep moving?,283910002,yes
36865,308849,How many bananas are shown?,308849023,4
36866,351489,Are they in a hotel?,351489010,no
36867,153973,Are these animals male?,153973003,yes
36868,373713,"Is this woman ""dressed her age""?",373713067,yes
36869,88983,Is the screen turned on?,88983000,yes
36870,248112,What sport is being played?,248112009,tennis
36871,396754,Where are they riding too?,396754002,home
36872,445295,Has the fighter jet reached mach 1?,445295013,no
36873,404618,Is the hydrant red?,404618001,no
36874,230598,What is the man offering in the stand?,230598001,fruit
36875,540193,Is there an exit?,540193002,no
36876,563731,What time is on the clock?,563731001,3:15
36877,297972,What are the kids playing?,297972001,frisbee
36878,567536,What animals are featured in this photo?,567536005,seagulls
36879,409627,Is the boy missing hair on his head?,409627002,yes
36880,560011,Is most of this photo out of focus?,560011003,yes
36881,27371,What is the main subject in this photo doing?,27371003,walking
36882,533816,What companies are sponsoring the event?,533816000,sports authority
36883,410934,What is green?,410934002,leaves
36884,147025,What are they playing?,147025000,game
36885,577403,Do these kids have the same brand of shoes?,577403000,no
36886,248284,What is over the woman's right arm?,248284000,bags
36887,356648,Do you see a person in this picture?,356648000,yes
36888,413475,Are the skies blue?,413475004,no
36889,267694,Is this a healthy meal?,267694003,no
36890,230148,What toppings are on the pizza?,230148001,pepperoni
36891,372494,Is the batter's uniform clean?,372494001,yes
36892,406949,Is it safe to cross the street with all these vehicles around?,406949019,yes
36893,215439,Is there a train in this picture?,215439001,yes
36894,50638,Is there an adult with him?,50638001,no
36895,47724,Is this a large dog?,47724000,yes
36896,218752,What kind of animal is this?,218752004,cow
36897,49151,Is everyone sitting in an armchair?,49151001,no
36898,62805,What is the name of the Avenue?,62805009,wonder stump
36899,308576,Is the dog about to jump on the laptop?,308576000,no
36900,502229,Can you see the sun?,502229002,no
36901,245227,Is this the same person?,245227001,no
36902,131019,What direction is the zebras stripes?,131019003,horizontal
36903,442761,Which animals are they?,442761001,dog
36904,2315,What kind of trees are here?,2315005,palm
36905,35825,What is on couch?,35825002,pillows
36906,354121,What kind of bird is shown?,354121000,raven
36907,8532,Is his shirt dirty?,8532002,no
36908,426532,Is the skateboarder wearing a helmet?,426532000,no
36909,256973,Is this a healthy meal?,256973001,no
36910,387850,Is the photo clear?,387850002,yes
36911,396692,Is this train the first in line?,396692010,no
36912,318461,Is the elephant looking down?,318461006,no
36913,479440,What color is the cat's bowl?,479440007,silver
36914,547630,Is the cup full?,547630001,yes
36915,285361,Is this water skier riding at a good pace?,285361002,yes
36916,559440,Is this a hotel bathroom?,559440002,yes
36917,264853,Does the man's outfit match?,264853006,yes
36918,430469,What is the name of the utensil?,430469010,spoon
36919,134288,How many oranges are there?,134288003,1
36920,303534,Are there any boxes in the room?,303534003,yes
36921,296426,Was this photo taken in 2015?,296426002,no
36922,450100,How many cupcakes are in the photo?,450100002,1
36923,341957,What is covering the windows?,341957000,blinds
36924,573113,What is the name of the street on the left?,573113000,vliet
36925,350341,What is the food in the basket?,350341005,bread
36926,380913,Can people see out the windows?,380913000,yes
36927,213599,What letters are on the cake?,213599014,happy birthday
36928,431067,Is the wind completely still in this picture?,431067002,no
36929,154324,Is the toilet seat up or down?,154324005,down
36930,460156,Is this in america?,460156001,no
36931,225312,What is the attachment called that is attached to the mixer?,225312008,mixer
36932,115088,Is there a mountain in the background?,115088001,yes
36933,173737,Could this be a seabird?,173737003,no
36934,17179,Why is the cat on the right out-of-proportion and blurry?,17179002,too close
36935,99647,Is the bowl clear?,99647001,yes
36936,249884,Is the grill lit?,249884001,yes
36937,228166,Is the sky cloudy?,228166000,no
36938,477780,What costume is the boarder wearing?,477780002,nun
36939,486576,Is there beer?,486576014,no
36940,444324,Is the man's shirt polyester?,444324010,yes
36941,169712,Are there any other vehicles in the picture?,169712003,no
36942,347836,What is the man sitting on?,347836002,horse
36943,88360,Is the lady in the white top attacking the lady in the black?,88360001,no
36944,475195,How many pears are visible in the picture?,475195008,0
36945,104715,What color is his shirt?,104715001,black
36946,91650,Is there a fence?,91650006,yes
36947,470348,Is there a shower curtain?,470348001,no
36948,15596,How many motorcycles are there?,15596000,2
36949,578902,What color is the grass?,578902002,green
36950,93570,Does the clock display Roman numerals?,93570001,no
36951,7278,Why is this kid wet?,7278001,surfing
36952,211115,Which sausage looks broken?,211115001,right
36953,575372,Who sang a song about the highway named in this photo?,575372007,nat king cole
36954,286820,What color is this phone?,286820006,white
36955,315601,Are the people being safe?,315601009,yes
36956,262895,Could someone use a comb?,262895005,no
36957,262800,Is this a commercial airplane?,262800007,yes
36958,552289,Is the person going on a trip?,552289006,no
36959,18350,What time is it?,18350008,8:25
36960,262895,How old is he?,262895017,75
36961,538595,Do the animals look alike?,538595003,no
36962,555953,Where is the man?,555953002,ground
36963,121457,How many boats are sailing on the water?,121457005,1
36964,487236,Can the giraffe run fast?,487236002,yes
36965,533201,Is the plane being loaded?,533201000,yes
36966,476279,Where are the people in the photograph?,476279012,platform
36967,203455,What color is the bedspread?,203455001,green
36968,433151,How many vehicles are in the image?,433151000,2
36969,34808,What are these people doing?,34808008,flying kite
36970,216664,What animal is sitting on the toilet?,216664001,cat
36971,310227,Does the person have beautiful legs?,310227004,yes
36972,262642,Is this man standing on a crowded street?,262642000,no
